diagnosticos_principales,sexos_id,sexos_nombre,intervalos_estancia,estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional,notas_observacion
0907 Insuficiencia cardiaca I50,T,Ambos sexos,Total,21.17,
0907 Insuficiencia cardiaca I50,T,Ambos sexos,De 1 a 30 días,9.64,
0907 Insuficiencia cardiaca I50,T,Ambos sexos,De 31 días a 6 meses,60.30,
0907 Insuficiencia cardiaca I50,T,Ambos sexos,Más de 6 meses a 1 año,230.40,
0907 Insuficiencia cardiaca I50,T,Ambos sexos,Superior a 1 año,882.89,
0907 Insuficiencia cardiaca I50,M,Hombres,Total,21.18,
0907 Insuficiencia cardiaca I50,M,Hombres,De 1 a 30 días,9.50,
0907 Insuficiencia cardiaca I50,M,Hombres,De 31 días a 6 meses,52.76,
0907 Insuficiencia cardiaca I50,M,Hombres,Más de 6 meses a 1 año,254.00,
0907 Insuficiencia cardiaca I50,M,Hombres,Superior a 1 año,1092.17,
0907 Insuficiencia cardiaca I50,F,Mujeres,Total,21.17,
0907 Insuficiencia cardiaca I50,F,Mujeres,De 1 a 30 días,9.76,
0907 Insuficiencia cardiaca I50,F,Mujeres,De 31 días a 6 meses,65.57,
0907 Insuficiencia cardiaca I50,F,Mujeres,Más de 6 meses a 1 año,224.50,
0907 Insuficiencia cardiaca I50,F,Mujeres,Superior a 1 año,678.91,
0908 Enfermedades cerebrovasculares I60-I69,T,Ambos sexos,Total,23.06,
0908 Enfermedades cerebrovasculares I60-I69,T,Ambos sexos,De 1 a 30 días,9.40,
0908 Enfermedades cerebrovasculares I60-I69,T,Ambos sexos,De 31 días a 6 meses,62.77,
0908 Enfermedades cerebrovasculares I60-I69,T,Ambos sexos,Más de 6 meses a 1 año,227.53,
0908 Enfermedades cerebrovasculares I60-I69,T,Ambos sexos,Superior a 1 año,730.48,
0908 Enfermedades cerebrovasculares I60-I69,M,Hombres,Total,23.28,
0908 Enfermedades cerebrovasculares I60-I69,M,Hombres,De 1 a 30 días,9.60,
0908 Enfermedades cerebrovasculares I60-I69,M,Hombres,De 31 días a 6 meses,62.94,
0908 Enfermedades cerebrovasculares I60-I69,M,Hombres,Más de 6 meses a 1 año,223.59,
0908 Enfermedades cerebrovasculares I60-I69,M,Hombres,Superior a 1 año,808.96,
0908 Enfermedades cerebrovasculares I60-I69,F,Mujeres,Total,22.78,
0908 Enfermedades cerebrovasculares I60-I69,F,Mujeres,De 1 a 30 días,9.17,
0908 Enfermedades cerebrovasculares I60-I69,F,Mujeres,De 31 días a 6 meses,62.58,
0908 Enfermedades cerebrovasculares I60-I69,F,Mujeres,Más de 6 meses a 1 año,232.54,
0908 Enfermedades cerebrovasculares I60-I69,F,Mujeres,Superior a 1 año,651.45,
0909 Aterosclerosis I70,T,Ambos sexos,Total,15.70,
0909 Aterosclerosis I70,T,Ambos sexos,De 1 a 30 días,7.22,
0909 Aterosclerosis I70,T,Ambos sexos,De 31 días a 6 meses,60.29,
0909 Aterosclerosis I70,T,Ambos sexos,Más de 6 meses a 1 año,242.00,
0909 Aterosclerosis I70,T,Ambos sexos,Superior a 1 año,0.00,
0909 Aterosclerosis I70,M,Hombres,Total,16.02,
0909 Aterosclerosis I70,M,Hombres,De 1 a 30 días,7.62,
0909 Aterosclerosis I70,M,Hombres,De 31 días a 6 meses,62.74,
0909 Aterosclerosis I70,M,Hombres,Más de 6 meses a 1 año,0.00,
0909 Aterosclerosis I70,M,Hombres,Superior a 1 año,0.00,
0909 Aterosclerosis I70,F,Mujeres,Total,14.84,
0909 Aterosclerosis I70,F,Mujeres,De 1 a 30 días,6.15,
0909 Aterosclerosis I70,F,Mujeres,De 31 días a 6 meses,53.15,
0909 Aterosclerosis I70,F,Mujeres,Más de 6 meses a 1 año,242.00,
0909 Aterosclerosis I70,F,Mujeres,Superior a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,T,Ambos sexos,Total,1.86,
0910 Venas varicosas de las extremidades inferiores I83,T,Ambos sexos,De 1 a 30 días,1.46,
0910 Venas varicosas de las extremidades inferiores I83,T,Ambos sexos,De 31 días a 6 meses,60.27,
0910 Venas varicosas de las extremidades inferiores I83,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,T,Ambos sexos,Superior a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,M,Hombres,Total,1.79,
0910 Venas varicosas de las extremidades inferiores I83,M,Hombres,De 1 a 30 días,1.79,
0910 Venas varicosas de las extremidades inferiores I83,M,Hombres,De 31 días a 6 meses,0.00,
0910 Venas varicosas de las extremidades inferiores I83,M,Hombres,Más de 6 meses a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,M,Hombres,Superior a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,F,Mujeres,Total,1.90,
0910 Venas varicosas de las extremidades inferiores I83,F,Mujeres,De 1 a 30 días,1.23,
0910 Venas varicosas de las extremidades inferiores I83,F,Mujeres,De 31 días a 6 meses,60.27,
0910 Venas varicosas de las extremidades inferiores I83,F,Mujeres,Más de 6 meses a 1 año,0.00,
0910 Venas varicosas de las extremidades inferiores I83,F,Mujeres,Superior a 1 año,0.00,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),T,Ambos sexos,Total,12.08,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),T,Ambos sexos,De 1 a 30 días,8.16,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),T,Ambos sexos,De 31 días a 6 meses,52.90,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),T,Ambos sexos,Más de 6 meses a 1 año,243.00,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),T,Ambos sexos,Superior a 1 año,585.50,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),M,Hombres,Total,12.65,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),M,Hombres,De 1 a 30 días,8.19,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),M,Hombres,De 31 días a 6 meses,55.77,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),M,Hombres,Más de 6 meses a 1 año,243.00,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),M,Hombres,Superior a 1 año,518.00,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),F,Mujeres,Total,11.23,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),F,Mujeres,De 1 a 30 días,8.12,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),F,Mujeres,De 31 días a 6 meses,47.50,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),F,Mujeres,Más de 6 meses a 1 año,0.00,
0911 Otras Enfermedades del aparato circulatorio Resto de (I00-I99),F,Mujeres,Superior a 1 año,653.00,
1000 Enfermedades del aparato respiratorio J00-J99,T,Ambos sexos,Total,15.45,
1000 Enfermedades del aparato respiratorio J00-J99,T,Ambos sexos,De 1 a 30 días,7.60,
1000 Enfermedades del aparato respiratorio J00-J99,T,Ambos sexos,De 31 días a 6 meses,56.86,
1000 Enfermedades del aparato respiratorio J00-J99,T,Ambos sexos,Más de 6 meses a 1 año,250.93,
1000 Enfermedades del aparato respiratorio J00-J99,T,Ambos sexos,Superior a 1 año,1192.35,
1000 Enfermedades del aparato respiratorio J00-J99,M,Hombres,Total,14.74,
1000 Enfermedades del aparato respiratorio J00-J99,M,Hombres,De 1 a 30 días,7.53,
1000 Enfermedades del aparato respiratorio J00-J99,M,Hombres,De 31 días a 6 meses,56.10,
1000 Enfermedades del aparato respiratorio J00-J99,M,Hombres,Más de 6 meses a 1 año,249.68,
1000 Enfermedades del aparato respiratorio J00-J99,M,Hombres,Superior a 1 año,1300.10,
1000 Enfermedades del aparato respiratorio J00-J99,F,Mujeres,Total,16.23,
1000 Enfermedades del aparato respiratorio J00-J99,F,Mujeres,De 1 a 30 días,7.67,
1000 Enfermedades del aparato respiratorio J00-J99,F,Mujeres,De 31 días a 6 meses,57.74,
1000 Enfermedades del aparato respiratorio J00-J99,F,Mujeres,Más de 6 meses a 1 año,252.89,
1000 Enfermedades del aparato respiratorio J00-J99,F,Mujeres,Superior a 1 año,1122.70,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,T,Ambos sexos,Total,7.21,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,T,Ambos sexos,De 1 a 30 días,6.20,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,T,Ambos sexos,De 31 días a 6 meses,49.21,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,T,Ambos sexos,Más de 6 meses a 1 año,185.00,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,T,Ambos sexos,Superior a 1 año,0.00,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,M,Hombres,Total,6.99,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,M,Hombres,De 1 a 30 días,5.80,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,M,Hombres,De 31 días a 6 meses,48.96,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,M,Hombres,Más de 6 meses a 1 año,185.00,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,M,Hombres,Superior a 1 año,0.00,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,F,Mujeres,Total,7.40,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,F,Mujeres,De 1 a 30 días,6.55,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,F,Mujeres,De 31 días a 6 meses,49.41,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,F,Mujeres,Más de 6 meses a 1 año,0.00,
1001 Infecciones agudas de las vías respiratorias superiores y gripe J00-J11,F,Mujeres,Superior a 1 año,0.00,
1002 Neumonía J12-J18,T,Ambos sexos,Total,16.93,
1002 Neumonía J12-J18,T,Ambos sexos,De 1 a 30 días,9.17,
1002 Neumonía J12-J18,T,Ambos sexos,De 31 días a 6 meses,55.50,
1002 Neumonía J12-J18,T,Ambos sexos,Más de 6 meses a 1 año,262.64,
1002 Neumonía J12-J18,T,Ambos sexos,Superior a 1 año,939.52,
1002 Neumonía J12-J18,M,Hombres,Total,15.39,
1002 Neumonía J12-J18,M,Hombres,De 1 a 30 días,8.95,
1002 Neumonía J12-J18,M,Hombres,De 31 días a 6 meses,55.25,
1002 Neumonía J12-J18,M,Hombres,Más de 6 meses a 1 año,250.62,
1002 Neumonía J12-J18,M,Hombres,Superior a 1 año,1245.33,
1002 Neumonía J12-J18,F,Mujeres,Total,18.59,
1002 Neumonía J12-J18,F,Mujeres,De 1 a 30 días,9.42,
1002 Neumonía J12-J18,F,Mujeres,De 31 días a 6 meses,55.75,
1002 Neumonía J12-J18,F,Mujeres,Más de 6 meses a 1 año,273.18,
1002 Neumonía J12-J18,F,Mujeres,Superior a 1 año,828.36,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,T,Ambos sexos,Total,10.88,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,T,Ambos sexos,De 1 a 30 días,6.87,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,T,Ambos sexos,De 31 días a 6 meses,57.71,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,T,Ambos sexos,Más de 6 meses a 1 año,253.00,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,T,Ambos sexos,Superior a 1 año,987.67,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,M,Hombres,Total,8.46,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,M,Hombres,De 1 a 30 días,6.36,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,M,Hombres,De 31 días a 6 meses,57.87,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,M,Hombres,Más de 6 meses a 1 año,204.00,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,M,Hombres,Superior a 1 año,0.00,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,F,Mujeres,Total,13.15,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,F,Mujeres,De 1 a 30 días,7.36,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,F,Mujeres,De 31 días a 6 meses,57.59,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,F,Mujeres,Más de 6 meses a 1 año,269.33,
1003 Otras infecciones agudas de las vias respiratorias inferiores J20-J22,F,Mujeres,Superior a 1 año,987.67,
1004 Enfermedad crónica de amígdalas y adenoides J35,T,Ambos sexos,Total,1.12,
1004 Enfermedad crónica de amígdalas y adenoides J35,T,Ambos sexos,De 1 a 30 días,1.12,
1004 Enfermedad crónica de amígdalas y adenoides J35,T,Ambos sexos,De 31 días a 6 meses,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,T,Ambos sexos,Superior a 1 año,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,M,Hombres,Total,1.15,
1004 Enfermedad crónica de amígdalas y adenoides J35,M,Hombres,De 1 a 30 días,1.15,
1004 Enfermedad crónica de amígdalas y adenoides J35,M,Hombres,De 31 días a 6 meses,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,M,Hombres,Más de 6 meses a 1 año,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,M,Hombres,Superior a 1 año,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,F,Mujeres,Total,1.09,
1004 Enfermedad crónica de amígdalas y adenoides J35,F,Mujeres,De 1 a 30 días,1.09,
1004 Enfermedad crónica de amígdalas y adenoides J35,F,Mujeres,De 31 días a 6 meses,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,F,Mujeres,Más de 6 meses a 1 año,0.00,
1004 Enfermedad crónica de amígdalas y adenoides J35,F,Mujeres,Superior a 1 año,0.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",T,Ambos sexos,Total,3.44,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",T,Ambos sexos,De 1 a 30 días,2.05,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",T,Ambos sexos,De 31 días a 6 meses,41.45,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",T,Ambos sexos,Más de 6 meses a 1 año,0.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",T,Ambos sexos,Superior a 1 año,1406.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",M,Hombres,Total,4.13,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",M,Hombres,De 1 a 30 días,1.93,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",M,Hombres,De 31 días a 6 meses,32.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",M,Hombres,Más de 6 meses a 1 año,0.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",M,Hombres,Superior a 1 año,1406.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",F,Mujeres,Total,2.49,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",F,Mujeres,De 1 a 30 días,2.21,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",F,Mujeres,De 31 días a 6 meses,44.67,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1005 Otras enfermedades del tracto respiratorio superior J30-J34, J36-J39",F,Mujeres,Superior a 1 año,0.00,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",T,Ambos sexos,Total,17.75,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",T,Ambos sexos,De 1 a 30 días,9.41,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",T,Ambos sexos,De 31 días a 6 meses,59.34,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",T,Ambos sexos,Más de 6 meses a 1 año,264.65,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",T,Ambos sexos,Superior a 1 año,961.14,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",M,Hombres,Total,18.14,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",M,Hombres,De 1 a 30 días,9.63,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",M,Hombres,De 31 días a 6 meses,58.51,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",M,Hombres,Más de 6 meses a 1 año,264.65,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",M,Hombres,Superior a 1 año,975.33,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",F,Mujeres,Total,17.03,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",F,Mujeres,De 1 a 30 días,9.00,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",F,Mujeres,De 31 días a 6 meses,61.01,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",F,Mujeres,Más de 6 meses a 1 año,0.00,
"1006 Enfermedad pulmonar obstructiva crónica y bronquiectasias J40-J44, J47",F,Mujeres,Superior a 1 año,940.65,
1007 Asma J45,T,Ambos sexos,Total,7.24,
1007 Asma J45,T,Ambos sexos,De 1 a 30 días,5.81,
1007 Asma J45,T,Ambos sexos,De 31 días a 6 meses,43.19,
1007 Asma J45,T,Ambos sexos,Más de 6 meses a 1 año,255.91,
1007 Asma J45,T,Ambos sexos,Superior a 1 año,0.00,
1007 Asma J45,M,Hombres,Total,6.78,
1007 Asma J45,M,Hombres,De 1 a 30 días,4.94,
1007 Asma J45,M,Hombres,De 31 días a 6 meses,0.00,
1007 Asma J45,M,Hombres,Más de 6 meses a 1 año,308.00,
1007 Asma J45,M,Hombres,Superior a 1 año,0.00,
1007 Asma J45,F,Mujeres,Total,7.49,
1007 Asma J45,F,Mujeres,De 1 a 30 días,6.29,
1007 Asma J45,F,Mujeres,De 31 días a 6 meses,43.19,
1007 Asma J45,F,Mujeres,Más de 6 meses a 1 año,197.00,
1007 Asma J45,F,Mujeres,Superior a 1 año,0.00,
1008 Otras Enfermedades del aparato respiratorio J60-J99,T,Ambos sexos,Total,23.05,
1008 Otras Enfermedades del aparato respiratorio J60-J99,T,Ambos sexos,De 1 a 30 días,8.90,
1008 Otras Enfermedades del aparato respiratorio J60-J99,T,Ambos sexos,De 31 días a 6 meses,57.23,
1008 Otras Enfermedades del aparato respiratorio J60-J99,T,Ambos sexos,Más de 6 meses a 1 año,239.38,
1008 Otras Enfermedades del aparato respiratorio J60-J99,T,Ambos sexos,Superior a 1 año,1391.56,
1008 Otras Enfermedades del aparato respiratorio J60-J99,M,Hombres,Total,21.78,
1008 Otras Enfermedades del aparato respiratorio J60-J99,M,Hombres,De 1 a 30 días,8.87,
1008 Otras Enfermedades del aparato respiratorio J60-J99,M,Hombres,De 31 días a 6 meses,55.42,
1008 Otras Enfermedades del aparato respiratorio J60-J99,M,Hombres,Más de 6 meses a 1 año,243.08,
1008 Otras Enfermedades del aparato respiratorio J60-J99,M,Hombres,Superior a 1 año,1482.55,
1008 Otras Enfermedades del aparato respiratorio J60-J99,F,Mujeres,Total,24.37,
1008 Otras Enfermedades del aparato respiratorio J60-J99,F,Mujeres,De 1 a 30 días,8.93,
1008 Otras Enfermedades del aparato respiratorio J60-J99,F,Mujeres,De 31 días a 6 meses,59.42,
1008 Otras Enfermedades del aparato respiratorio J60-J99,F,Mujeres,Más de 6 meses a 1 año,233.38,
1008 Otras Enfermedades del aparato respiratorio J60-J99,F,Mujeres,Superior a 1 año,1332.95,
1100 Enfermedades del aparato digestivo K00-K95,T,Ambos sexos,Total,7.59,
1100 Enfermedades del aparato digestivo K00-K95,T,Ambos sexos,De 1 a 30 días,5.40,
1100 Enfermedades del aparato digestivo K00-K95,T,Ambos sexos,De 31 días a 6 meses,54.89,
1100 Enfermedades del aparato digestivo K00-K95,T,Ambos sexos,Más de 6 meses a 1 año,246.02,
1100 Enfermedades del aparato digestivo K00-K95,T,Ambos sexos,Superior a 1 año,709.63,
1100 Enfermedades del aparato digestivo K00-K95,M,Hombres,Total,7.25,
1100 Enfermedades del aparato digestivo K00-K95,M,Hombres,De 1 a 30 días,5.29,
1100 Enfermedades del aparato digestivo K00-K95,M,Hombres,De 31 días a 6 meses,53.73,
1100 Enfermedades del aparato digestivo K00-K95,M,Hombres,Más de 6 meses a 1 año,235.96,
1100 Enfermedades del aparato digestivo K00-K95,M,Hombres,Superior a 1 año,1129.00,
1100 Enfermedades del aparato digestivo K00-K95,F,Mujeres,Total,7.99,
1100 Enfermedades del aparato digestivo K00-K95,F,Mujeres,De 1 a 30 días,5.52,
1100 Enfermedades del aparato digestivo K00-K95,F,Mujeres,De 31 días a 6 meses,56.30,
1100 Enfermedades del aparato digestivo K00-K95,F,Mujeres,Más de 6 meses a 1 año,255.31,
1100 Enfermedades del aparato digestivo K00-K95,F,Mujeres,Superior a 1 año,649.71,
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,T,Ambos sexos,Total,4.31,
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,T,Ambos sexos,De 1 a 30 días,2.88,
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,T,Ambos sexos,De 31 días a 6 meses,67.38,
1101 Trastornos de los dientes y de las estructuras de soporte K00-K08,T,Ambos sexos,Más de 6 meses a 1 año,0.00,
