diagnosticos_principales;sexos_id;sexos_nombre;grupos_edad_id;grupos_edad_nombre;estancia_media_residentes_canarias_dados_alta_cualquier_hospital_nacional
0700 Enfermedades del ojo y sus anexos H00-H59;M;Hombres;11;De 90 a 94 años;26.92
0700 Enfermedades del ojo y sus anexos H00-H59;M;Hombres;12;De 95 y más años;7.00
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;T;Total grupos de edad;3.48
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;0;Menores de 1 año;2.00
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;1;De 1 a 4 años;1.70
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;2;De 5 a 14 años;3.41
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;3;De 15 a 24 años;5.00
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;4;De 25 a 34 años;3.72
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;5;De 35 a 44 años;3.16
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;6;De 45 a 54 años;3.54
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;7;De 55 a 64 años;3.64
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;8;De 65 a 74 años;3.04
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;9;De 75 a 84 años;3.54
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;10;De 85 a 89 años;5.49
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;11;De 90 a 94 años;2.00
0700 Enfermedades del ojo y sus anexos H00-H59;F;Mujeres;12;De 95 y más años;0.00
0701 Catarata H25-H26, H28;T;Ambos sexos;T;Total grupos de edad;1.61
0701 Catarata H25-H26, H28;T;Ambos sexos;0;Menores de 1 año;1.50
0701 Catarata H25-H26, H28;T;Ambos sexos;1;De 1 a 4 años;2.50
0701 Catarata H25-H26, H28;T;Ambos sexos;2;De 5 a 14 años;2.00
0701 Catarata H25-H26, H28;T;Ambos sexos;3;De 15 a 24 años;2.00
0701 Catarata H25-H26, H28;T;Ambos sexos;4;De 25 a 34 años;0.00
0701 Catarata H25-H26, H28;T;Ambos sexos;5;De 35 a 44 años;1.50
0701 Catarata H25-H26, H28;T;Ambos sexos;6;De 45 a 54 años;1.83
0701 Catarata H25-H26, H28;T;Ambos sexos;7;De 55 a 64 años;2.00
0701 Catarata H25-H26, H28;T;Ambos sexos;8;De 65 a 74 años;1.21
0701 Catarata H25-H26, H28;T;Ambos sexos;9;De 75 a 84 años;1.57
0701 Catarata H25-H26, H28;T;Ambos sexos;10;De 85 a 89 años;1.00
0701 Catarata H25-H26, H28;T;Ambos sexos;11;De 90 a 94 años;2.00
0701 Catarata H25-H26, H28;T;Ambos sexos;12;De 95 y más años;0.00
0701 Catarata H25-H26, H28;M;Hombres;T;Total grupos de edad;1.54
0701 Catarata H25-H26, H28;M;Hombres;0;Menores de 1 año;2.00
0701 Catarata H25-H26, H28;M;Hombres;1;De 1 a 4 años;3.00
0701 Catarata H25-H26, H28;M;Hombres;2;De 5 a 14 años;2.00
0701 Catarata H25-H26, H28;M;Hombres;3;De 15 a 24 años;2.00
0701 Catarata H25-H26, H28;M;Hombres;4;De 25 a 34 años;0.00
0701 Catarata H25-H26, H28;M;Hombres;5;De 35 a 44 años;1.33
0701 Catarata H25-H26, H28;M;Hombres;6;De 45 a 54 años;2.00
0701 Catarata H25-H26, H28;M;Hombres;7;De 55 a 64 años;1.50
0701 Catarata H25-H26, H28;M;Hombres;8;De 65 a 74 años;1.00
0701 Catarata H25-H26, H28;M;Hombres;9;De 75 a 84 años;1.67
0701 Catarata H25-H26, H28;M;Hombres;10;De 85 a 89 años;1.00
0701 Catarata H25-H26, H28;M;Hombres;11;De 90 a 94 años;0.00
0701 Catarata H25-H26, H28;M;Hombres;12;De 95 y más años;0.00
0701 Catarata H25-H26, H28;F;Mujeres;T;Total grupos de edad;1.66
0701 Catarata H25-H26, H28;F;Mujeres;0;Menores de 1 año;1.00
0701 Catarata H25-H26, H28;F;Mujeres;1;De 1 a 4 años;2.00
0701 Catarata H25-H26, H28;F;Mujeres;2;De 5 a 14 años;0.00
0701 Catarata H25-H26, H28;F;Mujeres;3;De 15 a 24 años;0.00
0701 Catarata H25-H26, H28;F;Mujeres;4;De 25 a 34 años;0.00
0701 Catarata H25-H26, H28;F;Mujeres;5;De 35 a 44 años;2.00
0701 Catarata H25-H26, H28;F;Mujeres;6;De 45 a 54 años;1.75
0701 Catarata H25-H26, H28;F;Mujeres;7;De 55 a 64 años;2.40
0701 Catarata H25-H26, H28;F;Mujeres;8;De 65 a 74 años;1.33
0701 Catarata H25-H26, H28;F;Mujeres;9;De 75 a 84 años;1.50
0701 Catarata H25-H26, H28;F;Mujeres;10;De 85 a 89 años;1.00
0701 Catarata H25-H26, H28;F;Mujeres;11;De 90 a 94 años;2.00
0701 Catarata H25-H26, H28;F;Mujeres;12;De 95 y más años;0.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;T;Total grupos de edad;3.79
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;0;Menores de 1 año;2.50
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;1;De 1 a 4 años;2.67
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;2;De 5 a 14 años;3.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;3;De 15 a 24 años;4.26
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;4;De 25 a 34 años;3.26
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;5;De 35 a 44 años;3.97
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;6;De 45 a 54 años;5.21
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;7;De 55 a 64 años;3.43
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;8;De 65 a 74 años;3.02
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;9;De 75 a 84 años;3.50
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;10;De 85 a 89 años;5.08
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;11;De 90 a 94 años;20.76
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);T;Ambos sexos;12;De 95 y más años;7.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;T;Total grupos de edad;3.94
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;0;Menores de 1 año;2.63
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;1;De 1 a 4 años;3.67
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;2;De 5 a 14 años;2.48
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;3;De 15 a 24 años;3.61
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;4;De 25 a 34 años;2.29
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;5;De 35 a 44 años;4.81
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;6;De 45 a 54 años;5.92
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;7;De 55 a 64 años;3.17
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;8;De 65 a 74 años;2.73
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;9;De 75 a 84 años;3.24
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;10;De 85 a 89 años;2.75
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;11;De 90 a 94 años;26.92
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);M;Hombres;12;De 95 y más años;7.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;T;Total grupos de edad;3.63
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;0;Menores de 1 año;2.25
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;1;De 1 a 4 años;1.67
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;2;De 5 a 14 años;3.41
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;3;De 15 a 24 años;5.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;4;De 25 a 34 años;3.72
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;5;De 35 a 44 años;3.20
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;6;De 45 a 54 años;3.76
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;7;De 55 a 64 años;3.71
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;8;De 65 a 74 años;3.28
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;9;De 75 a 84 años;3.80
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;10;De 85 a 89 años;5.91
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;11;De 90 a 94 años;2.00
0702 Otras Enfermedades del ojo y sus anexos Resto de (H00-H59);F;Mujeres;12;De 95 y más años;0.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;T;Total grupos de edad;3.25
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;0;Menores de 1 año;3.63
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;1;De 1 a 4 años;3.56
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;2;De 5 a 14 años;2.55
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;3;De 15 a 24 años;1.84
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;4;De 25 a 34 años;2.29
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;5;De 35 a 44 años;2.17
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;6;De 45 a 54 años;2.82
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;7;De 55 a 64 años;2.38
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;8;De 65 a 74 años;4.87
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;9;De 75 a 84 años;7.16
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;10;De 85 a 89 años;6.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;11;De 90 a 94 años;13.67
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;T;Ambos sexos;12;De 95 y más años;0.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;T;Total grupos de edad;3.50
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;0;Menores de 1 año;3.50
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;1;De 1 a 4 años;3.57
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;2;De 5 a 14 años;3.15
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;3;De 15 a 24 años;1.77
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;4;De 25 a 34 años;2.14
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;5;De 35 a 44 años;2.36
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;6;De 45 a 54 años;3.25
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;7;De 55 a 64 años;2.20
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;8;De 65 a 74 años;6.75
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;9;De 75 a 84 años;7.58
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;10;De 85 a 89 años;3.60
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;11;De 90 a 94 años;12.50
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;M;Hombres;12;De 95 y más años;0.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;T;Total grupos de edad;3.01
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;0;Menores de 1 año;3.67
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;1;De 1 a 4 años;3.55
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;2;De 5 a 14 años;1.92
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;3;De 15 a 24 años;2.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;4;De 25 a 34 años;2.41
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;5;De 35 a 44 años;2.05
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;6;De 45 a 54 años;2.33
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;7;De 55 a 64 años;2.57
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;8;De 65 a 74 años;3.70
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;9;De 75 a 84 años;6.72
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;10;De 85 a 89 años;7.71
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;11;De 90 a 94 años;16.00
0800 Enfermedades del oído y de la apófisis mastoides H60-H95;F;Mujeres;12;De 95 y más años;0.00
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;T;Total grupos de edad;12.36
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;0;Menores de 1 año;9.14
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;1;De 1 a 4 años;8.75
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;2;De 5 a 14 años;7.21
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;3;De 15 a 24 años;5.70
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;4;De 25 a 34 años;8.38
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;5;De 35 a 44 años;7.73
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;6;De 45 a 54 años;8.09
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;7;De 55 a 64 años;10.09
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;8;De 65 a 74 años;12.61
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;9;De 75 a 84 años;13.81
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;10;De 85 a 89 años;16.02
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;11;De 90 a 94 años;16.78
0900 Enfermedades del aparato circulatorio I00-I99;T;Ambos sexos;12;De 95 y más años;15.17
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;T;Total grupos de edad;11.88
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;0;Menores de 1 año;1.00
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;1;De 1 a 4 años;9.15
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;2;De 5 a 14 años;5.40
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;3;De 15 a 24 años;5.62
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;4;De 25 a 34 años;9.42
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;5;De 35 a 44 años;7.43
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;6;De 45 a 54 años;8.26
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;7;De 55 a 64 años;10.61
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;8;De 65 a 74 años;12.50
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;9;De 75 a 84 años;13.62
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;10;De 85 a 89 años;15.96
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;11;De 90 a 94 años;15.36
0900 Enfermedades del aparato circulatorio I00-I99;M;Hombres;12;De 95 y más años;10.26
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;T;Total grupos de edad;12.98
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;0;Menores de 1 año;12.40
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;1;De 1 a 4 años;7.00
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;2;De 5 a 14 años;10.94
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;3;De 15 a 24 años;5.88
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;4;De 25 a 34 años;7.24
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;5;De 35 a 44 años;8.14
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;6;De 45 a 54 años;7.73
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;7;De 55 a 64 años;8.94
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;8;De 65 a 74 años;12.80
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;9;De 75 a 84 años;14.02
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;10;De 85 a 89 años;16.06
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;11;De 90 a 94 años;17.53
0900 Enfermedades del aparato circulatorio I00-I99;F;Mujeres;12;De 95 y más años;16.43
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;T;Total grupos de edad;14.95
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;0;Menores de 1 año;1.00
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;1;De 1 a 4 años;20.00
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;2;De 5 a 14 años;0.00
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;3;De 15 a 24 años;1.00
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;4;De 25 a 34 años;2.90
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;5;De 35 a 44 años;7.34
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;6;De 45 a 54 años;14.51
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;7;De 55 a 64 años;12.49
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;8;De 65 a 74 años;13.77
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;9;De 75 a 84 años;15.14
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;10;De 85 a 89 años;17.27
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;11;De 90 a 94 años;15.53
0901 Enfermedad hipertensiva I10-I16;T;Ambos sexos;12;De 95 y más años;12.58
0901 Enfermedad hipertensiva I10-I16;M;Hombres;T;Total grupos de edad;14.83
0901 Enfermedad hipertensiva I10-I16;M;Hombres;0;Menores de 1 año;1.00
0901 Enfermedad hipertensiva I10-I16;M;Hombres;1;De 1 a 4 años;20.00
0901 Enfermedad hipertensiva I10-I16;M;Hombres;2;De 5 a 14 años;0.00
0901 Enfermedad hipertensiva I10-I16;M;Hombres;3;De 15 a 24 años;1.00
0901 Enfermedad hipertensiva I10-I16;M;Hombres;4;De 25 a 34 años;2.33
0901 Enfermedad hipertensiva I10-I16;M;Hombres;5;De 35 a 44 años;7.07
0901 Enfermedad hipertensiva I10-I16;M;Hombres;6;De 45 a 54 años;16.07
0901 Enfermedad hipertensiva I10-I16;M;Hombres;7;De 55 a 64 años;13.03
0901 Enfermedad hipertensiva I10-I16;M;Hombres;8;De 65 a 74 años;14.79
0901 Enfermedad hipertensiva I10-I16;M;Hombres;9;De 75 a 84 años;15.01
0901 Enfermedad hipertensiva I10-I16;M;Hombres;10;De 85 a 89 años;17.97
0901 Enfermedad hipertensiva I10-I16;M;Hombres;11;De 90 a 94 años;12.38
0901 Enfermedad hipertensiva I10-I16;M;Hombres;12;De 95 y más años;11.78
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;T;Total grupos de edad;15.05
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;0;Menores de 1 año;0.00
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;1;De 1 a 4 años;0.00
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;2;De 5 a 14 años;0.00
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;3;De 15 a 24 años;0.00
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;4;De 25 a 34 años;3.75
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;5;De 35 a 44 años;7.71
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;6;De 45 a 54 años;10.88
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;7;De 55 a 64 años;11.38
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;8;De 65 a 74 años;12.45
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;9;De 75 a 84 años;15.24
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;10;De 85 a 89 años;16.90
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;11;De 90 a 94 años;17.10
0901 Enfermedad hipertensiva I10-I16;F;Mujeres;12;De 95 y más años;12.74
0902 Angina de pecho I20;T;Ambos sexos;T;Total grupos de edad;6.63
0902 Angina de pecho I20;T;Ambos sexos;0;Menores de 1 año;0.00
0902 Angina de pecho I20;T;Ambos sexos;1;De 1 a 4 años;0.00
0902 Angina de pecho I20;T;Ambos sexos;2;De 5 a 14 años;0.00
0902 Angina de pecho I20;T;Ambos sexos;3;De 15 a 24 años;5.00
0902 Angina de pecho I20;T;Ambos sexos;4;De 25 a 34 años;3.51
0902 Angina de pecho I20;T;Ambos sexos;5;De 35 a 44 años;3.08
0902 Angina de pecho I20;T;Ambos sexos;6;De 45 a 54 años;4.73
0902 Angina de pecho I20;T;Ambos sexos;7;De 55 a 64 años;4.95
0902 Angina de pecho I20;T;Ambos sexos;8;De 65 a 74 años;6.35
0902 Angina de pecho I20;T;Ambos sexos;9;De 75 a 84 años;7.93
0902 Angina de pecho I20;T;Ambos sexos;10;De 85 a 89 años;11.94
0902 Angina de pecho I20;T;Ambos sexos;11;De 90 a 94 años;20.40
0902 Angina de pecho I20;T;Ambos sexos;12;De 95 y más años;6.00
0902 Angina de pecho I20;M;Hombres;T;Total grupos de edad;5.78
0902 Angina de pecho I20;M;Hombres;0;Menores de 1 año;0.00
0902 Angina de pecho I20;M;Hombres;1;De 1 a 4 años;0.00
0902 Angina de pecho I20;M;Hombres;2;De 5 a 14 años;0.00
0902 Angina de pecho I20;M;Hombres;3;De 15 a 24 años;5.00
0902 Angina de pecho I20;M;Hombres;4;De 25 a 34 años;4.00
0902 Angina de pecho I20;M;Hombres;5;De 35 a 44 años;3.00
0902 Angina de pecho I20;M;Hombres;6;De 45 a 54 años;3.79
0902 Angina de pecho I20;M;Hombres;7;De 55 a 64 años;5.22
0902 Angina de pecho I20;M;Hombres;8;De 65 a 74 años;6.62
0902 Angina de pecho I20;M;Hombres;9;De 75 a 84 años;8.32
0902 Angina de pecho I20;M;Hombres;10;De 85 a 89 años;7.63
0902 Angina de pecho I20;M;Hombres;11;De 90 a 94 años;9.50
0902 Angina de pecho I20;M;Hombres;12;De 95 y más años;9.00
0902 Angina de pecho I20;F;Mujeres;T;Total grupos de edad;8.05
0902 Angina de pecho I20;F;Mujeres;0;Menores de 1 año;0.00
0902 Angina de pecho I20;F;Mujeres;1;De 1 a 4 años;0.00
0902 Angina de pecho I20;F;Mujeres;2;De 5 a 14 años;0.00
0902 Angina de pecho I20;F;Mujeres;3;De 15 a 24 años;0.00
